cleansed_text,created_at,class,is_unuseful,processed_text
"Online Order Request ;
Order ID: 4862;
Order Type: New Standard Travel Client (7);
Ordered By: Mamtha Rao (mamtha.n.rao@aexp.com);
For Company: Backup Mediu LLC (87603);
Travel Config: 64898;

Company Headquarters ;
Address: 250  Old Wilson Bridge RdSuite 145;
City: Worthington;
State/Region: Ohio;
Zip/Postal Code: 43085;
Country Code: US;

Number of Employees: ;
Company Phone: 614-885-2100x232;
Total Annual Air Transactions: 171;
Estimated Launch Date: Monday, October 14, 2013;

Feature Options ;
No Cost/ No PM assigned/ Launch in 60 Days Setup: No;
Single Sign-on: No;
Enable Security Keys for an existing SSO connection: No;
XML Synchronization: No;
Enable XML Sync for an existing XML Feed: No;
Cliqbook-Only HR Data Feed: No;
New PCC: No;
New GDS or Country: No;
Client Requesting Concur Expense-Cliqbook Integration: No;
Current Concur Expense Client: No;
Concur Expense Version: ;
Concur Meeting: No;
3rd Party Meeting: No;
3rd Party Meeting Vendor: ;

Reseller Contact Information ;
Primary Contact Name: Tarra Swallow;
Primary Contact Title: Deployment Manager;
Primary Contact Phone: 410-667-3671;
Primary Contact Email: tarra.w.swallow@aexp.com;
Alternate Contact Name: Patty Goodwin;
Alternate Contact Title: Deployment Manager;
Alternate Contact Phone: 330-349-4909;
Alternate Contact Email: patty.x.goodwin@aexp.com;

Customer Contact Information ;
Primary Contact Name: Backup Mediu LLC;
Primary Contact Title: Travel Manager;
Primary Contact Phone: 614-885-2100x232;
Primary Contact Email: plandry@mediu.com;
Alternate Contact Name: N/A;
Alternate Contact Title: N/A;
Alternate Contact Phone: N/A;
Alternate Contact Email: N/A;

Additional Comments: ;
;",2013-09-16 18:06:44.000000 UTC,chat,True,"Ordered By: Mamtha Rao (mamtha.n.rao@aexp.com);
Enable Security Keys for an existing SSO connection: No;
Enable XML Sync for an existing XML Feed: No;"
"Case #: 04285433



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 04285433 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2013-09-16 17:45:56.000000 UTC,chat,True,"Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.
Please reply to this email, or reference your Case # 04285433 if you have any questions about the status of your request. (Please do not send a new email)
Thank you,"
"Thank you.  I have just taken the steps described.



Although when I did the search for unassigned transactions on myself it said none found but in my expenses there are unassigned transactions, similarly for Ed Moran.  I get the daily reminder for his expense but the search showed no results.



Any advice?



Thanks



Rachel









Rachel Kelly ACMA, CGMA. Director of Finance and Operations

Aston Martin The Americas, 9920 Irvine Center Drive, Irvine, California, 92618 USA

Mobile: +1 949 299 7295

Email: [if gte vml 1]><v:shapetype id=""x0000t75"" coordsize=""21600,21600"" o:spt=""75"" o:preferrelative=""t"" path=""m@4@5l@4@11@9@11@9@5xe"" filled=""f"" stroked=""f""> <v:stroke joinstyle=""miter"" /> <v:formulas> <v:f eqn=""if lineDrawn pixelLineWidth 0"" /> <v:f eqn=""sum @0 1 0"" /> <v:f eqn=""sum 0 0 @1"" /> <v:f eqn=""prod @2 1 2"" /> <v:f eqn=""prod @3 21600 pixelWidth"" /> <v:f eqn=""prod @3 21600 pixelHeight"" /> <v:f eqn=""sum @0 0 1"" /> <v:f eqn=""prod @6 1 2"" /> <v:f eqn=""prod @7 21600 pixelWidth"" /> <v:f eqn=""sum @8 21600 0"" /> <v:f eqn=""prod @7 21600 pixelHeight"" /> <v:f eqn=""sum @10 21600 0"" /> </v:formulas> <v:path o:extrusionok=""f"" gradientshapeok=""t"" o:connecttype=""rect"" /> <o:lock v:ext=""edit"" aspectratio=""t"" /> </v:shapetype><v:shape id=""Picturex00202"" o:spid=""x0000s1029"" type=""#x0000t75"" href=""http://www.facebook.com/astonmartin"" style='position:absolute;margin-left:207pt;margin-top:10.35pt;width:9.85pt;height:9.95pt;z-index:251659264;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image002.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00207"" o:spid=""x0000s1028"" type=""#x0000t75"" href=""https://twitter.com/astonmartin"" style='position:absolute;margin-left:222.7pt;margin-top:10.1pt;width:10.45pt;height:10.1pt;z-index:251660288;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image004.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00208"" o:spid=""x0000s1027"" type=""#x0000t75"" href=""http://www.youtube.com/user/astonmartin"" style='position:absolute;margin-left:240.15pt;margin-top:10.55pt;width:9.95pt;height:9.7pt;z-index:251661312;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image006.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00209"" o:spid=""x0000s1026"" type=""#x0000t75"" href=""https://www.instagram.com/astonmartinlagonda/"" style='position:absolute;margin-left:258.1pt;margin-top:10.35pt;width:10.2pt;height:10.1pt;z-index:251662336;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image008.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] 













Aston Martin Lagonda Limited, Banbury Road, Gaydon, Warwick. CV35 0DB. Registered in England Number 01199255",2021-08-20 16:30:27.000000 UTC,chat,False,"Thank you.  I have just taken the steps described.
Although when I did the search for unassigned transactions on myself it said none found but in my expenses there are unassigned transactions, similarly for Ed Moran.  I get the daily reminder for his expense but the search showed no results.
Any advice?
Mobile: +1 949 299 7295
Email: [if gte vml 1]><v:shapetype id=""x0000t75"" coordsize=""21600,21600"" o:spt=""75"" o:preferrelative=""t"" path=""m@4@5l@4@11@9@11@9@5xe"" filled=""f"" stroked=""f""> <v:stroke joinstyle=""miter"" /> <v:formulas> <v:f eqn=""if lineDrawn pixelLineWidth 0"" /> <v:f eqn=""sum @0 1 0"" /> <v:f eqn=""sum 0 0 @1"" /> <v:f eqn=""prod @2 1 2"" /> <v:f eqn=""prod @3 21600 pixelWidth"" /> <v:f eqn=""prod @3 21600 pixelHeight"" /> <v:f eqn=""sum @0 0 1"" /> <v:f eqn=""prod @6 1 2"" /> <v:f eqn=""prod @7 21600 pixelWidth"" /> <v:f eqn=""sum @8 21600 0"" /> <v:f eqn=""prod @7 21600 pixelHeight"" /> <v:f eqn=""sum @10 21600 0"" /> </v:formulas> <v:path o:extrusionok=""f"" gradientshapeok=""t"" o:connecttype=""rect"" /> <o:lock v:ext=""edit"" aspectratio=""t"" /> </v:shapetype><v:shape id=""Picturex00202"" o:spid=""x0000s1029"" type=""#x0000t75"" href=""http://www.facebook.com/astonmartin"" style='position:absolute;margin-left:207pt;margin-top:10.35pt;width:9.85pt;height:9.95pt;z-index:251659264;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image002.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00207"" o:spid=""x0000s1028"" type=""#x0000t75"" href=""https://twitter.com/astonmartin"" style='position:absolute;margin-left:222.7pt;margin-top:10.1pt;width:10.45pt;height:10.1pt;z-index:251660288;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image004.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00208"" o:spid=""x0000s1027"" type=""#x0000t75"" href=""http://www.youtube.com/user/astonmartin"" style='position:absolute;margin-left:240.15pt;margin-top:10.55pt;width:9.95pt;height:9.7pt;z-index:251661312;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image006.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] [if gte vml 1]><v:shape id=""Picturex00209"" o:spid=""x0000s1026"" type=""#x0000t75"" href=""https://www.instagram.com/astonmartinlagonda/"" style='position:absolute;margin-left:258.1pt;margin-top:10.35pt;width:10.2pt;height:10.1pt;z-index:251662336;visibility:visible;mso-wrap-style:square;mso-width-percent:0;mso-height-percent:0;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0;mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0;mso-position-horizontal:absolute;mso-position-horizontal-relative:text;mso-position-vertical:absolute;mso-position-vertical-relative:text;mso-width-percent:0;mso-height-percent:0;mso-width-relative:page;mso-height-relative:page' o:button=""t""> <v:fill o:detectmouseclick=""t"" /> <v:imagedata src=""cid:image008.png@01D795A5.F27279D0"" o:title="""" /> </v:shape><![endif] [if !vml] [endif] 
Aston Martin Lagonda Limited, Banbury Road, Gaydon, Warwick. CV35 0DB. Registered in England Number 01199255"
"Those were the only examples I had at this time.  The last time this was an issue I had to delete them manually.  Can you tell me how to search for them to delete them manually in case I run into the issue in the future?



Thanks,



Teresa Hios

Senior Business Systems Analyst

SAP Accounts Payable



​​",2021-10-13 19:46:51.000000 UTC,chat,False,Those were the only examples I had at this time.  The last time this was an issue I had to delete them manually.  Can you tell me how to search for them to delete them manually in case I run into the issue in the future?
"Thanks a lot

I will submit it again

Regards





Diana L Magaña

R&D Cross Category Productivity – Spend Area Leader LA",2020-10-15 17:50:22.000000 UTC,chat,False,"I will submit it again
R&D Cross Category Productivity – Spend Area Leader LA"
"Dear audit team,



I was sent to southern region (Kempas, Johore) for special assignment eff 21 st May until 31 st July (+/- 360km away from my home)

With this, I rented an apartment in Kempas for 2 months (June & July)

The rent is RM 1500 per month & the rental agreement is RM150



Regards









Amir Abu Hassan
Area Sales Executive
Tel: 0123933441
Nestlé Malaysia

Visit us at

This e-mail message (including attachment(s), if any) is confidential and strictly for the exclusive use of the intended recipient(s) only. If you are not the intended recipient(s), you are hereby notified that any reliance upon it, dissemination, distribution, copying or in any way disclosing or using this message (including attachment(s), if any) is strictly prohibited. If you have received this message in error, please immediately notify the sender via telephone or electronic mail and immediately delete this message, any attachments and all copies and backups thereof. Thank you.",2018-08-30 02:55:14.000000 UTC,chat,False,"I was sent to southern region (Kempas, Johore) for special assignment eff 21 st May until 31 st July (+/- 360km away from my home)
With this, I rented an apartment in Kempas for 2 months (June & July)
Visit us at
This e-mail message (including attachment(s), if any) is confidential and strictly for the exclusive use of the intended recipient(s) only. If you are not the intended recipient(s), you are hereby notified that any reliance upon it, dissemination, distribution, copying or in any way disclosing or using this message (including attachment(s), if any) is strictly prohibited. If you have received this message in error, please immediately notify the sender via telephone or electronic mail and immediately delete this message, any attachments and all copies and backups thereof. Thank you."
"Julius,



I have already solved the situation, thanks for the follow-up, you can close the case.



Michael



Michael Khoury

Director of Administration

Global Connection Inc. of America

5555 Oakbrook Pkwy, Suite 620

Norcross, GA 30093

(678) 741-6444 Tel

(888) 315-2669 Fax 

CONFIDENTIAL INFORMATION :  This email and any file(s) transmitted with it are confidential and are intended solely for the use of the individual(s) or the entity to whom it is addressed.  If you are not the intended recipient(s) or the person authorized by and responsible for delivering the e-mail to the intended recipient(s), be advised that you have received this e-mail in error and that any use of this e-mail and any file attachment(s) is not authorized by the sender of this e-mail or Global Connection Inc. of America.  If you have received this e-mail in error, please immediately notify us by telephone at (678) 741-6444 or reply by e-mail to the sender and destroy the original transmission and its content(s).",2017-07-25 19:50:05.000000 UTC,chat,False,"I have already solved the situation, thanks for the follow-up, you can close the case.
CONFIDENTIAL INFORMATION :  This email and any file(s) transmitted with it are confidential and are intended solely for the use of the individual(s) or the entity to whom it is addressed.  If you are not the intended recipient(s) or the person authorized by and responsible for delivering the e-mail to the intended recipient(s), be advised that you have received this e-mail in error and that any use of this e-mail and any file attachment(s) is not authorized by the sender of this e-mail or Global Connection Inc. of America.  If you have received this e-mail in error, please immediately notify us by telephone at (678) 741-6444 or reply by e-mail to the sender and destroy the original transmission and its content(s)."
"Hi How did the 117.00 claim for St johns pass and the 105.00 claim did not ?



Neither of them show the correct transaction date ?



I have uploaded both tax in voice and receipt showing 07/09/20 transaction date .



Was paid on a Sunday and processed next business date by the looks.



Also I’m not able to amend transaction  date on my claim .





Hopefully this is all you require .



Cheers





Regards,



Chris Beaupre



Supervisor Victoria",2020-10-13 09:15:04.000000 UTC,chat,False,"Hi How did the 117.00 claim for St johns pass and the 105.00 claim did not ?
Neither of them show the correct transaction date ?
I have uploaded both tax in voice and receipt showing 07/09/20 transaction date .
Was paid on a Sunday and processed next business date by the looks.
Also I’m not able to amend transaction  date on my claim .
Hopefully this is all you require ."
"Hi there! �� Welcome to Divvy, what can I help you with today?",2022-01-25 00:36:58.000000 UTC,chat,False,"Hi there! �� Welcome to Divvy, what can I help you with today?"
The fastest way to get help is to log in and send us a message there!,2022-01-25 00:37:30.000000 UTC,chat,False,The fastest way to get help is to log in and send us a message there!
"I'm a customer, and I need help.",2022-01-25 00:37:29.000000 UTC,chat,False,"I'm a customer, and I need help."
"Hi Nico,



You have my authorization to add those fields.  Thank you for going out of the way and taking care of that!



Thanks again,



Justin



Justin A. Hirsch, CPA

Senior Principal Business Systems Analyst







50 Minuteman Road

Andover, MA 01810

Office: (978) 967-1178

Fax: (978) 682-1034",2019-05-17 20:32:44.000000 UTC,chat,False,You have my authorization to add those fields.  Thank you for going out of the way and taking care of that!
"Recording URL: Call Disposition: GeneralATOL1 | TTA: 1.24 | Talk Time: 411 | Agent: Senia Villegas | Notes: Company: David Libby // Assembly Builders I - admin Problem: unable to log in / use card 3281 Solution: informed him that the account has been locked for security purposes and informed him that we need confirmation that his email has not been compromised. Admin requested to escalate the issue because he does not have IT and does not know who to reach to confirm nothing has been compromised Follow up: 

Thank you
Talkdesk

© 2022 Talkdesk, Inc, All Rights Reserved",2022-08-19 14:25:30.000000 UTC,chat,False,"Recording URL: Call Disposition: GeneralATOL1 | TTA: 1.24 | Talk Time: 411 | Agent: Senia Villegas | Notes: Company: David Libby // Assembly Builders I - admin Problem: unable to log in / use card 3281 Solution: informed him that the account has been locked for security purposes and informed him that we need confirmation that his email has not been compromised. Admin requested to escalate the issue because he does not have IT and does not know who to reach to confirm nothing has been compromised Follow up: 
Thank you
© 2022 Talkdesk, Inc, All Rights Reserved"
"It’s not completed.  Haven’t heard a peep from anyone since the mentioned providing a quote.





Regards,



Bryana Seaver

Travel and Events Specialist

Phone: +1-281-233-9457

Mobile: +1-832-465-6020",2019-12-18 13:25:17.000000 UTC,chat,False,"It’s not completed.  Haven’t heard a peep from anyone since the mentioned providing a quote.
Phone: +1-281-233-9457"
"Hi All,

Please note the payment below is for the corporate card, do not pay to employee.

I had created an IT ticket to fix this issue



Thanks,

Romica



Expense Report Status Change

Your expense report listed below has changed status.



Changed By



Concur ConcurAuditor1

Report Name



February Expenses (02/01/2020)

Report Date



02/14/2020

Submit Date



03/05/2020



Amount Approved



482.51 USD



Approval Status Set To



Approved for Payment

Payment Status Set To



Not Paid

Approver's Comments

Your report has been audited, if you have any questions please contact .











Romica Chandra Lal



Packaging Engineer | Commercial Packaging | Gilead Sciences

Desk 650.577.6432 | romica.lal@gilead.com",2020-03-09 14:46:23.000000 UTC,chat,False,"Please note the payment below is for the corporate card, do not pay to employee.
I had created an IT ticket to fix this issue
Your expense report listed below has changed status.
Changed By
Concur ConcurAuditor1
Amount Approved
Approved for Payment
Not Paid
Your report has been audited, if you have any questions please contact ."
"Thanks for reaching out to Chatbooks. My name is Linda and I am happy to help you today! I checked your account under this email, meganlacefield@msn.com and I'm not seeing that you have Subscribed to the Monthbooks you created yet.",2022-09-01 17:40:09.184000 UTC,ticket,False,"Thanks for reaching out to Chatbooks. My name is Linda and I am happy to help you today! I checked your account under this email, meganlacefield@msn.com and I'm not seeing that you have Subscribed to the Monthbooks you created yet."
"Yes, I see this pending payment. Thank you.",2021-07-21 21:59:47.000000 UTC,chat,False,"Yes, I see this pending payment. Thank you."
"Raunaq,



Yes, the changes can be reverted.   Please update the case and Natalie will revert the changes.



Thanks,

Tammy Noyes
Global Service Delivery
Lead Functional Consultant | Premium Implementation | Phoenix, AZ
Office: +1.425.590.8806 | Mobile: +1.623.570.0652

Time Zone: USA Pacific
Email:

ADVANCE NOTIFICATION 
Planned Holidays (PTO): - Oct 9 - 12
Upcoming Public Holidays: Sept 2
Business Travel :",2019-07-26 20:39:09.000000 UTC,chat,False,"Yes, the changes can be reverted.   Please update the case and Natalie will revert the changes.
Lead Functional Consultant | Premium Implementation | Phoenix, AZ
Planned Holidays (PTO): - Oct 9 - 12"
"Hello Team,



Business is looking for better alignment, please find the attached document shared with the support team earlier, we are looking for a alignment like this.







With Regards



Vikrant Shivhare
Deloitte Consulting India Pvt. Ltd.
Tel/Direct: +91 9030159596
www.deloitte.com",2021-11-16 03:36:33.000000 UTC,chat,False,"Business is looking for better alignment, please find the attached document shared with the support team earlier, we are looking for a alignment like this."
"Hello:



Per my previous email. This issue has been resolved, the person retiring was able to process the expense.



Thank you,



Christine Pohl
Administrative Assistant to David Blevins, EVP, CI Property LOB Mgr.,

Bennett Himes, CI Excess Casualty EVP, LOB Mgr.

Matthew McCaffrey, SVP, CI Marine LOB Mgr. &

Barb Sandelands, EVP, CI UW

202 Hall's Mill Road, P.O. Box 1650, Whitehouse Station, NJ 08889, USA
O (908) 572-2784
E",2021-08-03 13:05:45.000000 UTC,chat,False,"Per my previous email. This issue has been resolved, the person retiring was able to process the expense.
Thank you,"
"Hi Dimitry,

Congrats! You are now one step closer to both $100 and experiencing Divvy. We believe once you pay with Divvy, you’ll never want your team to spend another way again.

To Get the $100:

Schedule a demo on my calendar for 30 minutes 
Discuss how OneDataSource is currently handling company expenses/spending.

Learn more about Divvy!

Download Divvy and spend $100



Please reach out if you have any questions.

All my best,

BEGIN signature 

Brogan Ashjian 
Business Development 
702.576.5287 




END signature",2018-08-08 15:34:24.000000 UTC,chat,False,"Congrats! You are now one step closer to both $100 and experiencing Divvy. We believe once you pay with Divvy, you’ll never want your team to spend another way again.
To Get the $100:
Schedule a demo on my calendar for 30 minutes 
Discuss how OneDataSource is currently handling company expenses/spending.
Learn more about Divvy!
Download Divvy and spend $100
Please reach out if you have any questions."
We'd love to help you out with your credit application. What seems to be your specific question?,2022-07-07 19:30:17.000000 UTC,chat,False,We'd love to help you out with your credit application. What seems to be your specific question?
"Hi there! �� Welcome to Divvy, what can I help you with today?",2022-07-07 19:29:58.000000 UTC,chat,False,"Hi there! �� Welcome to Divvy, what can I help you with today?"
Help Tiffany understand how they’re doing:,2022-09-12 15:27:07.000000 UTC,chat,True,Help Tiffany understand how they’re doing:
"Hi Concur Team!

Do you have any update about this request?

Thanks!",2019-04-10 13:22:50.000000 UTC,chat,False,Do you have any update about this request?
"Good morning everyone,  Whitney emailed me that she submitted this expense report.  If you need anything else from me, let me know.



Thank you again for all your help!!!



Take care,



Tricia Eaheart
Administrative Assistant, Mindshare North America


Office: +1 312-242-1127

350 North Orleans Street, Suite 1270

Chicago, Illinois 60654





86 countries. 116 offices. One global network.




– The blog of Mindshare NA



A GroupM Company",2019-04-10 13:25:31.000000 UTC,chat,False,"Good morning everyone,  Whitney emailed me that she submitted this expense report.  If you need anything else from me, let me know.
Thank you again for all your help!!!
Take care,"
"In the meantime, these articles might help:",2018-08-25 15:47:29.000000 UTC,chat,False,"In the meantime, these articles might help:"
ZayZoon typically replies in under 5m.,2018-08-25 15:47:26.000000 UTC,chat,True,ZayZoon typically replies in under 5m.
Help Rory understand how they’re doing:,2018-08-25 16:57:25.000000 UTC,chat,True,Help Rory understand how they’re doing:
It will show on your dashboard once you have completed all the steps. Try refreshing your page or logging out/in.,2018-08-25 15:48:56.000000 UTC,chat,False,It will show on your dashboard once you have completed all the steps. Try refreshing your page or logging out/in.
"Select your desired Dispersal Wallet from the DropDown Menu & click ‘Next’

Confirm your Payout Details & Select 'Transfer Now':

If successful, you will receive the Confirmation message below:",2018-08-25 15:50:54.000000 UTC,chat,False,"Select your desired Dispersal Wallet from the DropDown Menu & click ‘Next’
Confirm your Payout Details & Select 'Transfer Now':
If successful, you will receive the Confirmation message below:"
"Once you log back in, select ""New Payout"" if you would like to request an advance.",2018-08-25 15:50:37.000000 UTC,chat,False,"Once you log back in, select ""New Payout"" if you would like to request an advance."
"It was successful but, it didn't show how much I have.",2018-08-25 15:47:19.000000 UTC,chat,False,"It was successful but, it didn't show how much I have."
What key improvement could we make to Canvas to earn a higher score next time?,2021-12-08 15:21:30.000000 UTC,chat,False,What key improvement could we make to Canvas to earn a higher score next time?
What key improvement could we make to Canvas to earn a higher score next time?,2021-12-08 15:21:30.000000 UTC,chat,False,What key improvement could we make to Canvas to earn a higher score next time?
What key improvement could we make to Canvas to earn a higher score next time?,2021-12-08 15:21:30.000000 UTC,chat,False,What key improvement could we make to Canvas to earn a higher score next time?
What key improvement could we make to Canvas to earn a higher score next time?,2021-12-08 15:21:30.000000 UTC,chat,False,What key improvement could we make to Canvas to earn a higher score next time?
Include Files folder with documents and materials uploaded by instructor.,2021-12-08 15:21:30.000000 UTC,chat,False,Include Files folder with documents and materials uploaded by instructor.
"Hi Tori,




Thank you for contacting Pura Customer Care! My name is Rosie and I will be helping you out today!




I read over the email you sent in, about your order status.




In order to help you with this I will need your order number or email so I can pull up your account. Do you mind providing me with that information?




Thanks!




Rosie 

Pura Customer Care",2022-05-27 17:13:18.293000 UTC,chat,False,"Thank you for contacting Pura Customer Care! My name is Rosie and I will be helping you out today!
I read over the email you sent in, about your order status.
In order to help you with this I will need your order number or email so I can pull up your account. Do you mind providing me with that information?"
"Full Name: Victoria lavista
Department Questions: wheres-my-order",2022-05-27 02:49:31.801000 UTC,chat,False,
"Hello—

I don’t have the order number but  I have the PayPal confirmation",2022-05-27 22:30:12.092000 UTC,chat,False,I don’t have the order number but  I have the PayPal confirmation
"Hi Yasmin,

Unfortunately I’m still receiving the same results.



Thanks,



Autumn Border

Global Program Manager  |  BCD Travel

T +1 503 417 7003 | M +1 541 401 1915",2020-04-01 15:53:45.000000 UTC,chat,False,Unfortunately I’m still receiving the same results.
